subj_idx,SubjectID,Group,stim,response,rt,Phase
10,P011,AgencyEMS,Left,0,0.258484,Baseline
10,P011,AgencyEMS,Right,1,0.203484,Baseline
10,P011,AgencyEMS,Right,1,0.239484,Baseline
10,P011,AgencyEMS,Right,1,0.393484,Baseline
10,P011,AgencyEMS,Right,1,0.210484,Baseline
10,P011,AgencyEMS,Right,1,0.19948400000000002,Baseline
10,P011,AgencyEMS,Left,0,0.242484,Baseline
10,P011,AgencyEMS,Left,1,0.213484,Baseline
10,P011,AgencyEMS,Right,1,0.310484,Baseline
10,P011,AgencyEMS,Left,0,0.365484,Baseline
10,P011,AgencyEMS,Right,1,0.27748399999999995,Baseline
10,P011,AgencyEMS,Left,1,0.200484,Baseline
10,P011,AgencyEMS,Right,1,0.212484,Baseline
10,P011,AgencyEMS,Right,1,0.22948400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.246484,Baseline
10,P011,AgencyEMS,Left,1,0.19948400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.260484,Baseline
10,P011,AgencyEMS,Left,1,0.446484,Baseline
10,P011,AgencyEMS,Left,1,0.267484,Baseline
10,P011,AgencyEMS,Right,1,0.337484,Baseline
10,P011,AgencyEMS,Left,1,0.219484,Baseline
10,P011,AgencyEMS,Right,1,0.255484,Baseline
10,P011,AgencyEMS,Left,1,0.246484,Baseline
10,P011,AgencyEMS,Right,1,0.213484,Baseline
10,P011,AgencyEMS,Right,1,0.331484,Baseline
10,P011,AgencyEMS,Left,1,0.22948400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.22748400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.216484,Baseline
10,P011,AgencyEMS,Left,1,0.28248399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.274484,Baseline
10,P011,AgencyEMS,Left,1,0.22748400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.5364840000000001,Baseline
10,P011,AgencyEMS,Left,0,0.214484,Baseline
10,P011,AgencyEMS,Right,1,0.270484,Baseline
10,P011,AgencyEMS,Right,1,0.202484,Baseline
10,P011,AgencyEMS,Right,1,0.232484,Baseline
10,P011,AgencyEMS,Right,1,0.28748399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.273484,Baseline
10,P011,AgencyEMS,Left,0,0.22148400000000001,Baseline
10,P011,AgencyEMS,Right,1,0.243484,Baseline
10,P011,AgencyEMS,Left,0,0.266484,Baseline
10,P011,AgencyEMS,Left,1,0.246484,Baseline
10,P011,AgencyEMS,Right,1,0.336484,Baseline
10,P011,AgencyEMS,Right,1,0.268484,Baseline
10,P011,AgencyEMS,Left,1,0.249484,Baseline
10,P011,AgencyEMS,Right,1,0.214484,Baseline
10,P011,AgencyEMS,Left,1,0.211484,Baseline
10,P011,AgencyEMS,Right,1,0.207484,Baseline
10,P011,AgencyEMS,Right,1,0.240484,Baseline
10,P011,AgencyEMS,Right,1,0.247484,Baseline
10,P011,AgencyEMS,Left,1,0.370484,Baseline
10,P011,AgencyEMS,Left,1,0.240484,Baseline
10,P011,AgencyEMS,Right,1,0.42248399999999997,Baseline
10,P011,AgencyEMS,Left,1,0.28648399999999996,Baseline
10,P011,AgencyEMS,Left,0,0.22948400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.206484,Baseline
10,P011,AgencyEMS,Left,1,0.27848399999999995,Baseline
10,P011,AgencyEMS,Right,1,0.258484,Baseline
10,P011,AgencyEMS,Right,1,0.250484,Baseline
10,P011,AgencyEMS,Right,1,0.22648400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.258484,Baseline
10,P011,AgencyEMS,Left,1,0.236484,Baseline
10,P011,AgencyEMS,Left,1,0.204484,Baseline
10,P011,AgencyEMS,Right,1,0.219484,Baseline
10,P011,AgencyEMS,Left,1,0.238484,Baseline
10,P011,AgencyEMS,Right,1,0.19848400000000002,Baseline
10,P011,AgencyEMS,Right,0,0.40748399999999996,Baseline
10,P011,AgencyEMS,Left,1,0.209484,Baseline
10,P011,AgencyEMS,Right,1,0.215484,Baseline
10,P011,AgencyEMS,Left,1,0.236484,Baseline
10,P011,AgencyEMS,Right,1,0.48248399999999997,Baseline
10,P011,AgencyEMS,Left,1,0.263484,Baseline
10,P011,AgencyEMS,Left,1,0.22248400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.215484,Baseline
10,P011,AgencyEMS,Left,0,0.270484,Baseline
10,P011,AgencyEMS,Right,1,0.275484,Baseline
10,P011,AgencyEMS,Left,1,0.235484,Baseline
10,P011,AgencyEMS,Left,0,0.305484,Baseline
10,P011,AgencyEMS,Right,1,0.273484,Baseline
10,P011,AgencyEMS,Left,1,0.233484,Baseline
10,P011,AgencyEMS,Right,1,0.251484,Baseline
10,P011,AgencyEMS,Right,1,0.261484,Baseline
10,P011,AgencyEMS,Left,1,0.248484,Baseline
10,P011,AgencyEMS,Right,1,0.29048399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.22548400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.301484,Baseline
10,P011,AgencyEMS,Left,1,0.216484,Baseline
10,P011,AgencyEMS,Left,0,0.236484,Baseline
10,P011,AgencyEMS,Right,1,0.209484,Baseline
10,P011,AgencyEMS,Right,1,0.28248399999999996,Baseline
10,P011,AgencyEMS,Left,1,0.27748399999999995,Baseline
10,P011,AgencyEMS,Left,0,0.22248400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.267484,Baseline
10,P011,AgencyEMS,Left,1,0.34548399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.213484,Baseline
10,P011,AgencyEMS,Right,1,0.260484,Baseline
10,P011,AgencyEMS,Left,1,0.22448400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.324484,Baseline
10,P011,AgencyEMS,Left,0,0.29048399999999996,Baseline
10,P011,AgencyEMS,Left,1,0.28448399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.5234840000000001,Baseline
10,P011,AgencyEMS,Left,1,0.272484,Baseline
10,P011,AgencyEMS,Left,1,0.29548399999999997,Baseline
10,P011,AgencyEMS,Left,1,0.22848400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.22248400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.27948399999999995,Baseline
10,P011,AgencyEMS,Left,0,0.243484,Baseline
10,P011,AgencyEMS,Right,1,0.321484,Baseline
10,P011,AgencyEMS,Left,1,0.266484,Baseline
10,P011,AgencyEMS,Right,1,0.206484,Baseline
10,P011,AgencyEMS,Left,0,0.207484,Baseline
10,P011,AgencyEMS,Left,0,0.28948399999999996,Baseline
10,P011,AgencyEMS,Left,1,0.253484,Baseline
10,P011,AgencyEMS,Right,1,0.35448399999999997,Baseline
10,P011,AgencyEMS,Right,1,0.237484,Baseline
10,P011,AgencyEMS,Right,1,0.265484,Baseline
10,P011,AgencyEMS,Left,1,0.235484,Baseline
10,P011,AgencyEMS,Left,1,0.28948399999999996,Baseline
10,P011,AgencyEMS,Right,0,0.28248399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.246484,Baseline
10,P011,AgencyEMS,Left,0,0.22248400000000002,Baseline
10,P011,AgencyEMS,Right,0,0.19848400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.234484,Baseline
10,P011,AgencyEMS,Right,1,0.28748399999999996,Baseline
10,P011,AgencyEMS,Right,1,0.371484,Baseline
10,P011,AgencyEMS,Left,1,0.208484,Baseline
10,P011,AgencyEMS,Left,1,0.22548400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.214484,Baseline
10,P011,AgencyEMS,Right,1,0.211484,Baseline
10,P011,AgencyEMS,Left,1,0.237484,Baseline
10,P011,AgencyEMS,Right,1,0.273484,Baseline
10,P011,AgencyEMS,Left,1,0.237484,Baseline
10,P011,AgencyEMS,Left,1,0.254484,Baseline
10,P011,AgencyEMS,Right,0,0.323484,Baseline
10,P011,AgencyEMS,Left,0,0.34948399999999996,Baseline
10,P011,AgencyEMS,Left,0,0.239484,Baseline
10,P011,AgencyEMS,Right,1,0.274484,Baseline
10,P011,AgencyEMS,Right,1,0.308484,Baseline
10,P011,AgencyEMS,Left,0,0.306484,Baseline
10,P011,AgencyEMS,Left,1,0.22448400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.247484,Baseline
10,P011,AgencyEMS,Left,1,0.35948399999999997,Baseline
10,P011,AgencyEMS,Left,0,0.22848400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.213484,Baseline
10,P011,AgencyEMS,Right,1,0.241484,Baseline
10,P011,AgencyEMS,Left,1,0.243484,Baseline
10,P011,AgencyEMS,Right,1,0.22248400000000002,Baseline
10,P011,AgencyEMS,Left,1,0.235484,Baseline
10,P011,AgencyEMS,Left,1,0.206484,Baseline
10,P011,AgencyEMS,Left,1,0.218484,Baseline
10,P011,AgencyEMS,Left,1,0.22148400000000001,Baseline
10,P011,AgencyEMS,Left,0,0.22148400000000001,Baseline
10,P011,AgencyEMS,Left,0,0.252484,Baseline
10,P011,AgencyEMS,Right,1,0.22148400000000001,Baseline
10,P011,AgencyEMS,Left,0,0.262484,Baseline
10,P011,AgencyEMS,Right,1,0.216484,Baseline
10,P011,AgencyEMS,Left,1,0.35848399999999997,Baseline
10,P011,AgencyEMS,Right,0,0.22148400000000001,Baseline
10,P011,AgencyEMS,Right,1,0.386484,Baseline
10,P011,AgencyEMS,Right,0,0.215484,Baseline
10,P011,AgencyEMS,Left,1,0.211484,Baseline
10,P011,AgencyEMS,Left,1,0.213484,Baseline
10,P011,AgencyEMS,Right,1,0.260484,Baseline
10,P011,AgencyEMS,Right,1,0.34148399999999995,Baseline
10,P011,AgencyEMS,Right,1,0.204484,Baseline
10,P011,AgencyEMS,Left,1,0.22648400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.269484,Baseline
10,P011,AgencyEMS,Left,1,0.264484,Baseline
10,P011,AgencyEMS,Right,1,0.260484,Baseline
10,P011,AgencyEMS,Right,0,0.220484,Baseline
10,P011,AgencyEMS,Right,1,0.272484,Baseline
10,P011,AgencyEMS,Right,1,0.219484,Baseline
10,P011,AgencyEMS,Left,1,0.246484,Baseline
10,P011,AgencyEMS,Right,0,0.258484,Baseline
10,P011,AgencyEMS,Left,1,0.251484,Baseline
10,P011,AgencyEMS,Right,1,0.231484,Baseline
10,P011,AgencyEMS,Right,1,0.323484,Baseline
10,P011,AgencyEMS,Right,1,0.22948400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.204484,Baseline
10,P011,AgencyEMS,Left,0,0.23048400000000002,Baseline
10,P011,AgencyEMS,Right,1,0.236484,Baseline
10,P011,AgencyEMS,Left,1,0.260484,Baseline
10,P011,AgencyEMS,Left,1,0.220484,Baseline
10,P011,AgencyEMS,Left,1,0.319484,Baseline
10,P011,AgencyEMS,Left,1,0.270484,Baseline
10,P011,AgencyEMS,Left,1,0.22148400000000001,Baseline
10,P011,AgencyEMS,Right,1,0.251484,Baseline
10,P011,AgencyEMS,Left,1,0.426484,Baseline
10,P011,AgencyEMS,Left,1,0.202484,Baseline
10,P011,AgencyEMS,Right,1,0.253484,Baseline
10,P011,AgencyEMS,Left,1,0.35348399999999996,Baseline
10,P011,AgencyEMS,Left,1,0.19448400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.19948400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.184484,PostTest
10,P011,AgencyEMS,Right,1,0.19048400000000001,PostTest
10,P011,AgencyEMS,Left,1,0.23048400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.22648400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.246484,PostTest
10,P011,AgencyEMS,Right,1,0.234484,PostTest
10,P011,AgencyEMS,Right,1,0.29148399999999997,PostTest
10,P011,AgencyEMS,Right,1,0.325484,PostTest
10,P011,AgencyEMS,Right,1,0.28148399999999996,PostTest
10,P011,AgencyEMS,Right,1,0.22948400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.22848400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.202484,PostTest
10,P011,AgencyEMS,Right,1,0.218484,PostTest
10,P011,AgencyEMS,Left,1,0.27848399999999995,PostTest
10,P011,AgencyEMS,Right,1,0.332484,PostTest
10,P011,AgencyEMS,Left,0,0.23048400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.208484,PostTest
10,P011,AgencyEMS,Left,0,0.22748400000000002,PostTest
10,P011,AgencyEMS,Left,0,0.19548400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.212484,PostTest
10,P011,AgencyEMS,Left,1,0.22648400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.189484,PostTest
10,P011,AgencyEMS,Right,1,0.22248400000000002,PostTest
10,P011,AgencyEMS,Right,0,0.254484,PostTest
10,P011,AgencyEMS,Right,1,0.219484,PostTest
10,P011,AgencyEMS,Right,1,0.23048400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.19448400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.255484,PostTest
10,P011,AgencyEMS,Right,0,0.216484,PostTest
10,P011,AgencyEMS,Right,1,0.28748399999999996,PostTest
10,P011,AgencyEMS,Left,1,0.371484,PostTest
10,P011,AgencyEMS,Right,1,0.233484,PostTest
10,P011,AgencyEMS,Right,1,0.19248400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.259484,PostTest
10,P011,AgencyEMS,Right,1,0.241484,PostTest
10,P011,AgencyEMS,Right,1,0.19448400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.219484,PostTest
10,P011,AgencyEMS,Right,1,0.28948399999999996,PostTest
10,P011,AgencyEMS,Left,1,0.238484,PostTest
10,P011,AgencyEMS,Right,1,0.233484,PostTest
10,P011,AgencyEMS,Left,1,0.250484,PostTest
10,P011,AgencyEMS,Left,1,0.211484,PostTest
10,P011,AgencyEMS,Right,1,0.187484,PostTest
10,P011,AgencyEMS,Right,1,0.28948399999999996,PostTest
10,P011,AgencyEMS,Right,0,0.5384840000000001,PostTest
10,P011,AgencyEMS,Left,1,0.214484,PostTest
10,P011,AgencyEMS,Right,1,0.209484,PostTest
10,P011,AgencyEMS,Left,0,0.258484,PostTest
10,P011,AgencyEMS,Right,1,0.254484,PostTest
10,P011,AgencyEMS,Left,0,0.202484,PostTest
10,P011,AgencyEMS,Right,1,0.201484,PostTest
10,P011,AgencyEMS,Left,1,0.237484,PostTest
10,P011,AgencyEMS,Left,1,0.28248399999999996,PostTest
10,P011,AgencyEMS,Right,1,0.256484,PostTest
10,P011,AgencyEMS,Right,1,0.300484,PostTest
10,P011,AgencyEMS,Left,1,0.239484,PostTest
10,P011,AgencyEMS,Left,1,0.316484,PostTest
10,P011,AgencyEMS,Left,1,0.250484,PostTest
10,P011,AgencyEMS,Right,1,0.212484,PostTest
10,P011,AgencyEMS,Left,1,0.329484,PostTest
10,P011,AgencyEMS,Left,0,0.210484,PostTest
10,P011,AgencyEMS,Right,1,0.326484,PostTest
10,P011,AgencyEMS,Right,1,0.233484,PostTest
10,P011,AgencyEMS,Left,1,0.250484,PostTest
10,P011,AgencyEMS,Right,1,0.207484,PostTest
10,P011,AgencyEMS,Right,1,0.200484,PostTest
10,P011,AgencyEMS,Left,1,0.259484,PostTest
10,P011,AgencyEMS,Left,1,0.237484,PostTest
10,P011,AgencyEMS,Right,1,0.375484,PostTest
10,P011,AgencyEMS,Left,0,0.319484,PostTest
10,P011,AgencyEMS,Left,1,0.210484,PostTest
10,P011,AgencyEMS,Left,1,0.202484,PostTest
10,P011,AgencyEMS,Left,1,0.312484,PostTest
10,P011,AgencyEMS,Left,0,0.35448399999999997,PostTest
10,P011,AgencyEMS,Left,1,0.253484,PostTest
10,P011,AgencyEMS,Right,1,0.310484,PostTest
10,P011,AgencyEMS,Right,1,0.302484,PostTest
10,P011,AgencyEMS,Left,1,0.22748400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.321484,PostTest
10,P011,AgencyEMS,Right,1,0.247484,PostTest
10,P011,AgencyEMS,Right,1,0.22548400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.249484,PostTest
10,P011,AgencyEMS,Right,1,0.202484,PostTest
10,P011,AgencyEMS,Left,1,0.275484,PostTest
10,P011,AgencyEMS,Right,1,0.211484,PostTest
10,P011,AgencyEMS,Right,1,0.204484,PostTest
10,P011,AgencyEMS,Right,1,0.19248400000000002,PostTest
10,P011,AgencyEMS,Right,0,0.303484,PostTest
10,P011,AgencyEMS,Left,1,0.201484,PostTest
10,P011,AgencyEMS,Right,1,0.19648400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.270484,PostTest
10,P011,AgencyEMS,Left,1,0.202484,PostTest
10,P011,AgencyEMS,Left,1,0.214484,PostTest
10,P011,AgencyEMS,Right,1,0.29648399999999997,PostTest
10,P011,AgencyEMS,Left,1,0.22248400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.19748400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.233484,PostTest
10,P011,AgencyEMS,Left,1,0.208484,PostTest
10,P011,AgencyEMS,Left,1,0.238484,PostTest
10,P011,AgencyEMS,Left,1,0.234484,PostTest
10,P011,AgencyEMS,Left,1,0.203484,PostTest
10,P011,AgencyEMS,Left,1,0.29148399999999997,PostTest
10,P011,AgencyEMS,Left,1,0.247484,PostTest
10,P011,AgencyEMS,Right,1,0.266484,PostTest
10,P011,AgencyEMS,Left,1,0.202484,PostTest
10,P011,AgencyEMS,Left,1,0.207484,PostTest
10,P011,AgencyEMS,Right,1,0.320484,PostTest
10,P011,AgencyEMS,Left,1,0.22448400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.29048399999999996,PostTest
10,P011,AgencyEMS,Right,1,0.310484,PostTest
10,P011,AgencyEMS,Right,1,0.393484,PostTest
10,P011,AgencyEMS,Right,1,0.22248400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.206484,PostTest
10,P011,AgencyEMS,Right,1,0.28648399999999996,PostTest
10,P011,AgencyEMS,Right,1,0.217484,PostTest
10,P011,AgencyEMS,Right,1,0.202484,PostTest
10,P011,AgencyEMS,Left,1,0.273484,PostTest
10,P011,AgencyEMS,Left,0,0.205484,PostTest
10,P011,AgencyEMS,Left,1,0.22248400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.22648400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.210484,PostTest
10,P011,AgencyEMS,Right,0,0.29348399999999997,PostTest
10,P011,AgencyEMS,Right,0,0.271484,PostTest
10,P011,AgencyEMS,Left,1,0.323484,PostTest
10,P011,AgencyEMS,Right,1,0.5054839999999999,PostTest
10,P011,AgencyEMS,Left,1,0.238484,PostTest
10,P011,AgencyEMS,Left,0,0.19948400000000002,PostTest
10,P011,AgencyEMS,Left,0,0.205484,PostTest
10,P011,AgencyEMS,Left,0,0.204484,PostTest
10,P011,AgencyEMS,Right,1,0.231484,PostTest
10,P011,AgencyEMS,Right,0,0.204484,PostTest
10,P011,AgencyEMS,Right,1,0.202484,PostTest
10,P011,AgencyEMS,Right,1,0.255484,PostTest
10,P011,AgencyEMS,Left,1,0.34848399999999996,PostTest
10,P011,AgencyEMS,Right,0,0.273484,PostTest
10,P011,AgencyEMS,Right,0,0.246484,PostTest
10,P011,AgencyEMS,Right,1,0.203484,PostTest
10,P011,AgencyEMS,Right,1,0.309484,PostTest
10,P011,AgencyEMS,Right,1,0.19148400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.19248400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.233484,PostTest
10,P011,AgencyEMS,Left,0,0.28248399999999996,PostTest
10,P011,AgencyEMS,Left,1,0.19848400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.205484,PostTest
10,P011,AgencyEMS,Right,1,0.252484,PostTest
10,P011,AgencyEMS,Left,1,0.362484,PostTest
10,P011,AgencyEMS,Right,1,0.255484,PostTest
10,P011,AgencyEMS,Left,1,0.233484,PostTest
10,P011,AgencyEMS,Left,1,0.263484,PostTest
10,P011,AgencyEMS,Right,1,0.212484,PostTest
10,P011,AgencyEMS,Left,1,0.339484,PostTest
10,P011,AgencyEMS,Left,1,0.302484,PostTest
10,P011,AgencyEMS,Right,1,0.28948399999999996,PostTest
10,P011,AgencyEMS,Left,1,0.203484,PostTest
10,P011,AgencyEMS,Left,1,0.28448399999999996,PostTest
10,P011,AgencyEMS,Right,1,0.234484,PostTest
10,P011,AgencyEMS,Right,0,0.23048400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.256484,PostTest
10,P011,AgencyEMS,Right,1,0.19448400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.235484,PostTest
10,P011,AgencyEMS,Left,0,0.29748399999999997,PostTest
10,P011,AgencyEMS,Left,1,0.325484,PostTest
10,P011,AgencyEMS,Right,1,0.215484,PostTest
10,P011,AgencyEMS,Left,1,0.247484,PostTest
10,P011,AgencyEMS,Right,0,0.19148400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.213484,PostTest
10,P011,AgencyEMS,Right,1,0.22248400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.219484,PostTest
10,P011,AgencyEMS,Right,1,0.374484,PostTest
10,P011,AgencyEMS,Right,1,0.28848399999999996,PostTest
10,P011,AgencyEMS,Left,1,0.274484,PostTest
10,P011,AgencyEMS,Right,1,0.214484,PostTest
10,P011,AgencyEMS,Right,1,0.34648399999999996,PostTest
10,P011,AgencyEMS,Right,1,0.209484,PostTest
10,P011,AgencyEMS,Right,1,0.19048400000000001,PostTest
10,P011,AgencyEMS,Right,1,0.22148400000000001,PostTest
10,P011,AgencyEMS,Left,1,0.19248400000000002,PostTest
10,P011,AgencyEMS,Left,0,0.248484,PostTest
10,P011,AgencyEMS,Left,0,0.251484,PostTest
10,P011,AgencyEMS,Left,1,0.22748400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.262484,PostTest
10,P011,AgencyEMS,Left,1,0.240484,PostTest
10,P011,AgencyEMS,Left,0,0.219484,PostTest
10,P011,AgencyEMS,Right,1,0.275484,PostTest
10,P011,AgencyEMS,Right,1,0.217484,PostTest
10,P011,AgencyEMS,Right,1,0.261484,PostTest
10,P011,AgencyEMS,Left,1,0.236484,PostTest
10,P011,AgencyEMS,Left,1,0.28348399999999996,PostTest
10,P011,AgencyEMS,Left,1,0.19548400000000002,PostTest
10,P011,AgencyEMS,Left,1,0.206484,PostTest
10,P011,AgencyEMS,Left,1,0.305484,PostTest
10,P011,AgencyEMS,Right,1,0.200484,PostTest
10,P011,AgencyEMS,Right,1,0.22848400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.213484,PostTest
10,P011,AgencyEMS,Right,1,0.441484,PostTest
10,P011,AgencyEMS,Left,1,0.22648400000000002,PostTest
10,P011,AgencyEMS,Right,1,0.253484,PostTest
10,P011,AgencyEMS,Right,1,0.216484,PostTest
11,P012,AgencyEMS,Right,1,0.224161,Baseline
11,P012,AgencyEMS,Right,1,0.218161,Baseline
11,P012,AgencyEMS,Left,1,0.276161,Baseline
11,P012,AgencyEMS,Right,0,0.247161,Baseline
11,P012,AgencyEMS,Right,1,0.212161,Baseline
11,P012,AgencyEMS,Left,0,0.307161,Baseline
11,P012,AgencyEMS,Left,1,0.236161,Baseline
11,P012,AgencyEMS,Left,1,0.265161,Baseline
11,P012,AgencyEMS,Left,1,0.204161,Baseline
11,P012,AgencyEMS,Right,1,0.5501609999999999,Baseline
11,P012,AgencyEMS,Left,1,0.266161,Baseline
11,P012,AgencyEMS,Left,0,0.379161,Baseline
11,P012,AgencyEMS,Left,0,0.254161,Baseline
11,P012,AgencyEMS,Right,0,0.200161,Baseline
11,P012,AgencyEMS,Left,1,0.312161,Baseline
11,P012,AgencyEMS,Right,0,0.234161,Baseline
11,P012,AgencyEMS,Right,1,0.244161,Baseline
11,P012,AgencyEMS,Right,1,0.247161,Baseline
11,P012,AgencyEMS,Right,1,0.259161,Baseline
11,P012,AgencyEMS,Right,1,0.328161,Baseline
11,P012,AgencyEMS,Right,1,0.266161,Baseline
11,P012,AgencyEMS,Left,1,0.208161,Baseline
11,P012,AgencyEMS,Right,1,0.396161,Baseline
11,P012,AgencyEMS,Right,0,0.256161,Baseline
11,P012,AgencyEMS,Right,0,0.197161,Baseline
11,P012,AgencyEMS,Right,1,0.309161,Baseline
11,P012,AgencyEMS,Left,1,0.263161,Baseline
11,P012,AgencyEMS,Right,1,0.249161,Baseline
11,P012,AgencyEMS,Right,1,0.312161,Baseline
11,P012,AgencyEMS,Left,1,0.221161,Baseline
11,P012,AgencyEMS,Left,1,0.222161,Baseline
11,P012,AgencyEMS,Left,1,0.227161,Baseline
11,P012,AgencyEMS,Right,1,0.229161,Baseline
11,P012,AgencyEMS,Left,1,0.220161,Baseline
11,P012,AgencyEMS,Left,1,0.263161,Baseline
11,P012,AgencyEMS,Left,1,0.459161,Baseline
11,P012,AgencyEMS,Left,1,0.224161,Baseline
11,P012,AgencyEMS,Left,1,0.205161,Baseline
11,P012,AgencyEMS,Right,1,0.343161,Baseline
11,P012,AgencyEMS,Right,1,0.314161,Baseline
11,P012,AgencyEMS,Right,1,0.230161,Baseline
11,P012,AgencyEMS,Left,1,0.276161,Baseline
11,P012,AgencyEMS,Right,1,0.219161,Baseline
11,P012,AgencyEMS,Left,1,0.261161,Baseline
11,P012,AgencyEMS,Left,1,0.219161,Baseline
11,P012,AgencyEMS,Left,1,0.244161,Baseline
11,P012,AgencyEMS,Left,1,0.278161,Baseline
11,P012,AgencyEMS,Right,1,0.203161,Baseline
11,P012,AgencyEMS,Left,1,0.364161,Baseline
11,P012,AgencyEMS,Right,1,0.196161,Baseline
11,P012,AgencyEMS,Right,1,0.231161,Baseline
11,P012,AgencyEMS,Left,1,0.341161,Baseline
11,P012,AgencyEMS,Left,1,0.216161,Baseline
11,P012,AgencyEMS,Right,1,0.293161,Baseline
11,P012,AgencyEMS,Right,1,0.221161,Baseline
11,P012,AgencyEMS,Left,1,0.225161,Baseline
11,P012,AgencyEMS,Left,1,0.200161,Baseline
11,P012,AgencyEMS,Right,1,0.260161,Baseline
11,P012,AgencyEMS,Right,1,0.193161,Baseline
11,P012,AgencyEMS,Right,1,0.300161,Baseline
11,P012,AgencyEMS,Right,1,0.209161,Baseline
11,P012,AgencyEMS,Right,1,0.345161,Baseline
11,P012,AgencyEMS,Right,1,0.211161,Baseline
11,P012,AgencyEMS,Right,0,0.211161,Baseline
11,P012,AgencyEMS,Left,1,0.227161,Baseline
11,P012,AgencyEMS,Left,0,0.245161,Baseline
11,P012,AgencyEMS,Left,1,0.220161,Baseline
11,P012,AgencyEMS,Left,1,0.24216100000000002,Baseline
11,P012,AgencyEMS,Right,0,0.420161,Baseline
11,P012,AgencyEMS,Right,1,0.248161,Baseline
11,P012,AgencyEMS,Right,1,0.25716100000000003,Baseline
11,P012,AgencyEMS,Right,1,0.227161,Baseline
11,P012,AgencyEMS,Right,1,0.199161,Baseline
11,P012,AgencyEMS,Right,1,0.219161,Baseline
11,P012,AgencyEMS,Right,1,0.238161,Baseline
11,P012,AgencyEMS,Right,1,0.226161,Baseline
11,P012,AgencyEMS,Right,1,0.246161,Baseline
11,P012,AgencyEMS,Right,1,0.333161,Baseline
11,P012,AgencyEMS,Left,1,0.24116100000000001,Baseline
11,P012,AgencyEMS,Right,0,0.246161,Baseline
11,P012,AgencyEMS,Left,1,0.185161,Baseline
11,P012,AgencyEMS,Left,1,0.190161,Baseline
11,P012,AgencyEMS,Left,1,0.308161,Baseline
11,P012,AgencyEMS,Right,1,0.259161,Baseline
11,P012,AgencyEMS,Left,1,0.223161,Baseline
11,P012,AgencyEMS,Left,1,0.238161,Baseline
11,P012,AgencyEMS,Right,0,0.5541609999999999,Baseline
11,P012,AgencyEMS,Left,1,0.221161,Baseline
11,P012,AgencyEMS,Right,1,0.24116100000000001,Baseline
